T14,Gross domestic product and gross domestic product per capita,,,,,
583,Micronesia (Fed. States of),2005,GDP in current prices (millions of US dollars),251,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
583,Micronesia (Fed. States of),2010,GDP in current prices (millions of US dollars),297,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
583,Micronesia (Fed. States of),2015,GDP in current prices (millions of US dollars),316,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
583,Micronesia (Fed. States of),2018,GDP in current prices (millions of US dollars),402,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
583,Micronesia (Fed. States of),2019,GDP in current prices (millions of US dollars),408,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
583,Micronesia (Fed. States of),2020,GDP in current prices (millions of US dollars),403,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
583,Micronesia (Fed. States of),1995,GDP per capita (US dollars),"2,063",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
583,Micronesia (Fed. States of),2005,GDP per capita (US dollars),"2,362",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
583,Micronesia (Fed. States of),2010,GDP per capita (US dollars),"2,885",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
583,Micronesia (Fed. States of),2015,GDP per capita (US dollars),"2,906",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
583,Micronesia (Fed. States of),2018,GDP per capita (US dollars),"3,568",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
583,Micronesia (Fed. States of),2019,GDP per capita (US dollars),"3,585",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
583,Micronesia (Fed. States of),2020,GDP per capita (US dollars),"3,500",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
583,Micronesia (Fed. States of),1995,GDP in constant 2010 prices (millions of US dollars),313,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
583,Micronesia (Fed. States of),2005,GDP in constant 2010 prices (millions of US dollars),321,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
583,Micronesia (Fed. States of),2010,GDP in constant 2010 prices (millions of US dollars),317,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
583,Micronesia (Fed. States of),2015,GDP in constant 2010 prices (millions of US dollars),316,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
583,Micronesia (Fed. States of),2018,GDP in constant 2010 prices (millions of US dollars),329,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
583,Micronesia (Fed. States of),2019,GDP in constant 2010 prices (millions of US dollars),333,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
583,Micronesia (Fed. States of),2020,GDP in constant 2010 prices (millions of US dollars),326,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
583,Micronesia (Fed. States of),1995,GDP real rates of growth (percent),4.2,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
583,Micronesia (Fed. States of),2005,GDP real rates of growth (percent),2.1,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
583,Micronesia (Fed. States of),2010,GDP real rates of growth (percent),2.3,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
583,Micronesia (Fed. States of),2015,GDP real rates of growth (percent),4.6,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
583,Micronesia (Fed. States of),2018,GDP real rates of growth (percent),0.2,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
583,Micronesia (Fed. States of),2019,GDP real rates of growth (percent),1.2,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
583,Micronesia (Fed. States of),2020,GDP real rates of growth (percent),-1.8,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
492,Monaco,1995,GDP in current prices (millions of US dollars),"3,064",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
492,Monaco,2005,GDP in current prices (millions of US dollars),"4,203",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
492,Monaco,2010,GDP in current prices (millions of US dollars),"5,362",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
492,Monaco,2015,GDP in current prices (millions of US dollars),"6,259",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
492,Monaco,2018,GDP in current prices (millions of US dollars),"7,194",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
492,Monaco,2019,GDP in current prices (millions of US dollars),"7,384",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
492,Monaco,2020,GDP in current prices (millions of US dollars),"6,816",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
492,Monaco,1995,GDP per capita (US dollars),"99,755",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
492,Monaco,2005,GDP per capita (US dollars),"124,190",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
492,Monaco,2010,GDP per capita (US dollars),"150,577",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
492,Monaco,2015,GDP per capita (US dollars),"165,945",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
492,Monaco,2018,GDP per capita (US dollars),"185,986",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
492,Monaco,2019,GDP per capita (US dollars),"189,507",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
492,Monaco,2020,GDP per capita (US dollars),"173,696",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
492,Monaco,1995,GDP in constant 2010 prices (millions of US dollars),"3,415",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
492,Monaco,2005,GDP in constant 2010 prices (millions of US dollars),"4,290",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
492,Monaco,2010,GDP in constant 2010 prices (millions of US dollars),"4,699",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed March 2022."
